release,group,cong,vivi,p201p,e,emp,w
2016_614,padre,000322,109,201103221091101,0.0,1.0,4037.0751798128304
2016_614,padre,000335,094,201103350941101,-1.0,1.0,4037.0751798128304
2016_614,padre,000579,080,201105790801101,-1.0,1.0,5142.114006403934
2016_614,padre,000579,152,201105791521101,1.0,1.0,5142.114006403934
2016_614,padre,000602,098,201106020981101,-1.0,1.0,5142.114006403934
2016_614,padre,000602,099,201106020991101,1.0,1.0,5142.114006403934
2016_614,padre,000646,025,201106460251101,-1.0,1.0,20274.052329996033
2016_614,padre,000647,001,201206470011101,1.0,1.0,8109.573086498036
2016_614,padre,000647,043,201106470431101,0.0,1.0,8109.573086498036
2016_614,padre,000647,074,201106470741101,1.0,1.0,8109.573086498036
2016_614,padre,000759,122,201107591221101,1.0,1.0,14406.778616871157
2016_614,padre,000972,046,201109720461101,0.0,1.0,3885.06851878208
2016_614,padre,000985,004,201109850041101,0.0,1.0,3885.06851878208
2016_614,padre,001021,017,201110210171101,1.0,1.0,20832.17009190051
2016_614,padre,001028,032,201110280321101,-1.0,1.0,4079.817935745661
2016_614,padre,001028,093,201110280931101,-1.0,1.0,4079.817935745661
2016_614,padre,001077,109,201110771091101,1.0,1.0,4079.817935745661
2016_614,padre,001150,100,201111501001103,0.0,1.0,5093.115819510461
2016_614,padre,001506,090,201115060901101,1.0,1.0,7313.241776193423
2016_614,padre,001517,123,201115171231101,1.0,1.0,7313.241776193423
2016_614,padre,002271,004,201222710041101,1.0,1.0,7786.1204583396175
2016_614,padre,002271,015,201122710151101,1.0,1.0,7786.1204583396175
2016_614,padre,002299,004,201122990041101,0.0,1.0,7349.527224197604
2016_614,padre,002613,012,201126130121101,-1.0,1.0,5590.746719120301
2016_614,padre,002673,058,201126730581104,0.0,1.0,12813.92479162564
2016_614,padre,002797,075,201127970751101,0.0,1.0,8713.835054717587
2016_614,padre,002814,056,201128140561103,-1.0,1.0,6245.5481561511415
2016_614,padre,002814,099,201128140991101,0.0,1.0,6245.5481561511415
2016_614,padre,002815,049,201128150491101,1.0,1.0,6245.5481561511415
2016_614,padre,002815,050,201128150501101,0.0,1.0,6245.5481561511415
2016_614,padre,002941,100,201129411001101,-1.0,1.0,15077.835384660491
2016_614,padre,002962,104,201129621041101,0.0,1.0,5407.173544034104
2016_614,padre,002997,017,201129970171101,1.0,1.0,8908.396955697244
2016_614,padre,003037,024,201130370241102,1.0,1.0,5885.399230084583
2016_614,padre,003168,027,201131680271101,0.0,1.0,2832.0702471881323
2016_614,padre,003277,002,201132770021101,1.0,1.0,3400.1628768586475
2016_614,padre,003348,070,201133480701101,-1.0,1.0,4261.459146042925
2016_614,padre,003412,040,201134120401101,0.0,1.0,5142.114006403934
2016_614,padre,003412,061,201134120611101,0.0,1.0,5142.114006403934
2016_614,padre,003415,020,201134150201101,0.0,1.0,5142.114006403934
2016_614,padre,003443,024,201234430241101,-1.0,1.0,3680.131504243439
2016_614,padre,003444,149,201234441491101,1.0,1.0,3680.131504243439
2016_614,padre,003456,014,201234560141101,0.0,1.0,8870.959363563059
2016_614,padre,003659,059,201236590591101,0.0,1.0,7818.274950745878
2016_614,padre,003756,154,201237561541101,-1.0,1.0,4419.644535267655
2016_614,padre,003800,010,201238000101103,-1.0,1.0,12538.635245599577
2016_614,padre,003800,084,201238000841101,-1.0,1.0,12538.635245599577
2016_614,padre,003852,197,201238521971101,0.0,1.0,1414.3038183235308
2016_614,padre,003872,063,201238720631101,1.0,1.0,1566.1645996411992
2016_614,padre,003898,087,201238980871101,1.0,1.0,8713.835054717587
2016_614,padre,003911,380,201239113801101,1.0,1.0,15077.835384660491
2016_614,padre,004005,105,201240051051101,0.0,1.0,4261.459146042925
2016_614,padre,000026,006,201100260061101,2.0,1.0,2032.2502829360603
2016_614,padre,000026,083,201100260831101,0.0,1.0,2032.2502829360603
2016_614,padre,000093,113,201100931131101,2.0,1.0,3680.131504243439
2016_614,padre,000094,097,201100940971101,2.0,1.0,3680.131504243439
2016_614,padre,000094,108,201100941081101,2.0,1.0,3680.131504243439
2016_614,padre,000187,021,201101870211101,1.0,1.0,9765.520779133632
2016_614,padre,000214,045,201102140451101,1.0,1.0,5415.930227857596
2016_614,padre,000322,109,201103221091101,1.0,1.0,4037.0751798128304
2016_614,padre,000335,094,201103350941101,0.0,1.0,4037.0751798128304
2016_614,padre,000579,080,201105790801101,0.0,1.0,5142.114006403934
2016_614,padre,000579,152,201105791521101,2.0,1.0,5142.114006403934
2016_614,padre,000602,098,201106020981101,0.0,1.0,5142.114006403934
2016_614,padre,000602,099,201106020991101,2.0,1.0,5142.114006403934
2016_614,padre,000646,025,201106460251101,0.0,1.0,20274.052329996033
2016_614,padre,000647,001,201206470011101,2.0,1.0,8109.573086498036
2016_614,padre,000647,043,201106470431101,1.0,1.0,8109.573086498036
2016_614,padre,000647,074,201106470741101,2.0,1.0,8109.573086498036
2016_614,padre,000759,122,201107591221101,2.0,1.0,14406.778616871157
2016_614,padre,000972,046,201109720461101,1.0,1.0,3885.06851878208
2016_614,padre,000985,004,201109850041101,1.0,1.0,3885.06851878208
2016_614,padre,001021,017,201110210171101,2.0,1.0,20832.17009190051
2016_614,padre,001028,032,201110280321101,0.0,1.0,4079.817935745661
2016_614,padre,001028,093,201110280931101,0.0,1.0,4079.817935745661
2016_614,padre,001077,109,201110771091101,2.0,1.0,4079.817935745661
2016_614,padre,001150,100,201111501001103,1.0,1.0,5093.115819510461
2016_614,padre,001506,090,201115060901101,2.0,1.0,7313.241776193423
2016_614,padre,001517,123,201115171231101,2.0,0.0,7313.241776193423
2016_614,padre,002271,004,201222710041101,2.0,1.0,7786.1204583396175
2016_614,padre,002271,015,201122710151101,2.0,1.0,7786.1204583396175
2016_614,padre,002299,004,201122990041101,1.0,1.0,7349.527224197604
2016_614,padre,002613,012,201126130121101,0.0,1.0,5590.746719120301
2016_614,padre,002673,058,201126730581104,1.0,1.0,12813.92479162564
2016_614,padre,002797,075,201127970751101,1.0,1.0,8713.835054717587
2016_614,padre,002814,056,201128140561103,0.0,1.0,6245.5481561511415
2016_614,padre,002814,099,201128140991101,1.0,1.0,6245.5481561511415
2016_614,padre,002815,049,201128150491101,2.0,1.0,6245.5481561511415
2016_614,padre,002815,050,201128150501101,1.0,1.0,6245.5481561511415
2016_614,padre,002941,100,201129411001101,0.0,1.0,15077.835384660491
2016_614,padre,002962,104,201129621041101,1.0,1.0,5407.173544034104
2016_614,padre,002997,017,201129970171101,2.0,1.0,8908.396955697244
2016_614,padre,003037,024,201130370241102,2.0,1.0,5885.399230084583
2016_614,padre,003168,027,201131680271101,1.0,1.0,2832.0702471881323
2016_614,padre,003277,002,201132770021101,2.0,1.0,3400.1628768586475
2016_614,padre,003348,070,201133480701101,0.0,1.0,4261.459146042925
2016_614,padre,003412,040,201134120401101,1.0,1.0,5142.114006403934
2016_614,padre,003412,061,201134120611101,1.0,1.0,5142.114006403934
2016_614,padre,003415,020,201134150201101,1.0,1.0,5142.114006403934
2016_614,padre,003443,024,201234430241101,0.0,1.0,3680.131504243439
2016_614,padre,003444,149,201234441491101,2.0,1.0,3680.131504243439
2016_614,padre,003456,014,201234560141101,1.0,1.0,8870.959363563059
2016_614,padre,003659,059,201236590591101,1.0,1.0,7818.274950745878
2016_614,padre,003756,154,201237561541101,0.0,1.0,4419.644535267655
2016_614,padre,003800,010,201238000101103,0.0,1.0,12538.635245599577
2016_614,padre,003800,084,201238000841101,0.0,1.0,12538.635245599577
2016_614,padre,003852,197,201238521971101,1.0,1.0,1414.3038183235308
2016_614,padre,003872,063,201238720631101,2.0,1.0,1566.1645996411992
2016_614,padre,003898,087,201238980871101,2.0,1.0,8713.835054717587
2016_614,padre,003911,380,201239113801101,2.0,1.0,15077.835384660491
2016_614,padre,004005,105,201240051051101,1.0,1.0,4261.459146042925
2016_614,padre,000026,006,20110000260061100,-1.0,1.0,2032.2502829360603
2016_614,padre,000094,097,20110000940971100,0.0,1.0,3680.131504243439
2016_614,padre,000099,121,20110000991211100,-1.0,1.0,3680.131504243439
2016_614,padre,000214,045,20110002140451100,-1.0,1.0,5415.930227857596
2016_614,padre,000602,098,20110006020981100,-1.0,1.0,5142.114006403934
2016_614,padre,000759,122,20110007591221100,-1.0,1.0,14406.778616871157
2016_614,padre,000873,051,20110008730511100,0.0,1.0,6107.983586715443
2016_614,padre,000985,004,20110009850041100,-1.0,1.0,3885.06851878208
2016_614,padre,001028,032,20110010280321100,-1.0,1.0,4079.817935745661
2016_614,padre,001077,033,20110010770331100,0.0,1.0,4079.817935745661
2016_614,padre,001150,100,20110011501001104,0.0,0.0,5093.115819510461
2016_614,padre,001150,100,20110011501001104,0.0,1.0,5093.115819510461
2016_614,padre,001150,100,20110011501001104,0.0,1.0,5093.115819510461
2016_614,padre,001304,019,20110013040191100,0.0,1.0,11273.356798965558
2016_614,padre,001446,008,20110014460081204,-1.0,1.0,16553.144849465545
2016_614,padre,001446,008,20110014460081204,-1.0,1.0,16553.144849465545
2016_614,padre,001517,119,20110015171191100,0.0,1.0,7313.241776193423
2016_614,padre,002063,029,20110020630291100,-1.0,1.0,35555.02294877424
2016_614,padre,002271,004,20120022710041100,0.0,1.0,7786.1204583396175
2016_614,padre,002299,004,20110022990041100,0.0,1.0,7349.527224197604
2016_614,padre,002524,040,20110025240401100,0.0,1.0,2353.1812606634753
2016_614,padre,002698,011,20110026980111104,0.0,1.0,11648.998972566194
2016_614,padre,002698,070,20110026980701100,-1.0,1.0,11648.998972566194
2016_614,padre,002731,045,20110027310451100,-1.0,1.0,17000.81438429324
2016_614,padre,002797,075,20110027970751100,0.0,1.0,8713.835054717587
2016_614,padre,002813,064,20110028130641100,0.0,1.0,6245.5481561511415
2016_614,padre,002814,056,20110028140561104,0.0,0.0,6245.5481561511415
2016_614,padre,002814,056,20110028140561104,0.0,1.0,6245.5481561511415
2016_614,padre,002814,056,20110028140561104,0.0,1.0,6245.5481561511415
2016_614,padre,002814,094,20120028140941100,0.0,1.0,6245.5481561511415
2016_614,padre,002814,099,20110028140991100,-1.0,1.0,6245.5481561511415
2016_614,padre,002815,049,20110028150491100,-1.0,1.0,6245.5481561511415
2016_614,padre,002815,082,20110028150821100,-1.0,1.0,6245.5481561511415
2016_614,padre,002878,088,20110028780881100,0.0,1.0,15077.835384660491
2016_614,padre,002904,080,20110029040801100,-1.0,1.0,15077.835384660491
2016_614,padre,003037,024,20110030370241104,0.0,1.0,5885.399230084583
2016_614,padre,003037,095,20110030370951100,0.0,1.0,5885.399230084583
2016_614,padre,003077,015,20110030770151100,0.0,1.0,5885.399230084583
2016_614,padre,003123,036,20110031230361104,0.0,1.0,6488.745683732993
2016_614,padre,003273,024,20110032730241100,0.0,1.0,3400.1628768586475
2016_614,padre,003412,061,20110034120611100,-1.0,1.0,5142.114006403934
2016_614,padre,003456,014,20120034560141100,0.0,1.0,8870.959363563059
2016_614,padre,003597,007,20120035970071100,0.0,1.0,2863.313970096315
2016_614,padre,003803,100,20120038031001100,-1.0,1.0,12538.635245599577
2016_614,padre,003828,122,20120038281221100,0.0,1.0,6036.248980053912
2016_614,padre,003839,078,20120038390781100,-1.0,1.0,3826.0580973114006
2016_614,padre,003872,063,20120038720631100,-1.0,1.0,1566.1645996411992
2016_614,padre,003923,198,20120039231981100,-1.0,1.0,8908.396955697244
2016_614,padre,000026,006,20110000260061100,0.0,1.0,2032.2502829360603
2016_614,padre,000094,097,20110000940971100,1.0,1.0,3680.131504243439
2016_614,padre,000099,121,20110000991211100,0.0,1.0,3680.131504243439
2016_614,padre,000214,045,20110002140451100,0.0,1.0,5415.930227857596
2016_614,padre,000602,098,20110006020981100,0.0,1.0,5142.114006403934
2016_614,padre,000759,122,20110007591221100,0.0,1.0,14406.778616871157
2016_614,padre,000873,051,20110008730511100,1.0,1.0,6107.983586715443
2016_614,padre,000985,004,20110009850041100,0.0,1.0,3885.06851878208
2016_614,padre,001028,032,20110010280321100,0.0,1.0,4079.817935745661
2016_614,padre,001077,033,20110010770331100,1.0,1.0,4079.817935745661
2016_614,padre,001150,100,20110011501001104,1.0,0.0,5093.115819510461
2016_614,padre,001150,100,20110011501001104,1.0,0.0,5093.115819510461
2016_614,padre,001150,100,20110011501001104,1.0,1.0,5093.115819510461
2016_614,padre,001304,019,20110013040191100,1.0,1.0,11273.356798965558
2016_614,padre,001446,008,20110014460081204,0.0,1.0,16553.144849465545
2016_614,padre,001446,008,20110014460081204,0.0,1.0,16553.144849465545
2016_614,padre,001517,119,20110015171191100,1.0,1.0,7313.241776193423
2016_614,padre,002063,029,20110020630291100,0.0,1.0,35555.02294877424
2016_614,padre,002271,004,20120022710041100,1.0,1.0,7786.1204583396175
2016_614,padre,002299,004,20110022990041100,1.0,1.0,7349.527224197604
2016_614,padre,002524,040,20110025240401100,1.0,1.0,2353.1812606634753
2016_614,padre,002698,011,20110026980111104,1.0,1.0,11648.998972566194
2016_614,padre,002698,070,20110026980701100,0.0,1.0,11648.998972566194
2016_614,padre,002731,045,20110027310451100,0.0,1.0,17000.81438429324
2016_614,padre,002797,075,20110027970751100,1.0,1.0,8713.835054717587
2016_614,padre,002813,064,20110028130641100,1.0,1.0,6245.5481561511415
2016_614,padre,002814,056,20110028140561104,1.0,0.0,6245.5481561511415
2016_614,padre,002814,056,20110028140561104,1.0,0.0,6245.5481561511415
2016_614,padre,002814,056,20110028140561104,1.0,1.0,6245.5481561511415
2016_614,padre,002814,094,20120028140941100,1.0,1.0,6245.5481561511415
2016_614,padre,002814,099,20110028140991100,0.0,1.0,6245.5481561511415
2016_614,padre,002815,049,20110028150491100,0.0,1.0,6245.5481561511415
2016_614,padre,002815,082,20110028150821100,0.0,1.0,6245.5481561511415
2016_614,padre,002878,088,20110028780881100,1.0,1.0,15077.835384660491
2016_614,padre,002904,080,20110029040801100,0.0,1.0,15077.835384660491
2016_614,padre,003037,024,20110030370241104,1.0,1.0,5885.399230084583
2016_614,padre,003037,095,20110030370951100,1.0,1.0,5885.399230084583
2016_614,padre,003077,015,20110030770151100,1.0,1.0,5885.399230084583
2016_614,padre,003123,036,20110031230361104,1.0,1.0,6488.745683732993
2016_614,padre,003273,024,20110032730241100,1.0,1.0,3400.1628768586475
2016_614,padre,003412,061,20110034120611100,0.0,1.0,5142.114006403934
2016_614,padre,003456,014,20120034560141100,1.0,1.0,8870.959363563059
2016_614,padre,003597,007,20120035970071100,1.0,1.0,2863.313970096315
2016_614,padre,003803,100,20120038031001100,0.0,1.0,12538.635245599577
2016_614,padre,003828,122,20120038281221100,1.0,1.0,6036.248980053912
2016_614,padre,003839,078,20120038390781100,0.0,1.0,3826.0580973114006
2016_614,padre,003872,063,20120038720631100,0.0,1.0,1566.1645996411992
2016_614,padre,003923,198,20120039231981100,0.0,1.0,8908.396955697244
2016_614,ref_madre,000002,096,201100020961102,,0.0,3494.6353475784927
2016_614,ref_madre,000026,003,201100260031102,,1.0,2032.2502829360603
2016_614,ref_madre,000026,080,201100260801102,,1.0,2032.2502829360603
2016_614,ref_madre,000043,015,201200430151101,,1.0,5739.293582798903
2016_614,ref_madre,000043,096,201100430961102,,1.0,5739.293582798903
2016_614,ref_madre,000052,100,201100521001102,,0.0,3443.62601755303
2016_614,ref_madre,000052,123,201100521231102,,0.0,3443.62601755303
2016_614,ref_madre,000093,099,201100930991102,,0.0,3680.131504243439
2016_614,ref_madre,000094,107,201100941071102,,1.0,3680.131504243439
2016_614,ref_madre,000099,115,201100991151102,,0.0,3680.131504243439
2016_614,ref_madre,000099,121,201100991211102,,0.0,3680.131504243439
2016_614,ref_madre,000129,034,201101290341102,,1.0,8348.082905880276
2016_614,ref_madre,000129,087,201101290871102,,1.0,8348.082905880276
2016_614,ref_madre,000130,063,201101300631102,,1.0,8348.082905880276
2016_614,ref_madre,000187,051,201101870511102,,1.0,9765.520779133632
2016_614,ref_madre,000190,029,201101900291101,,1.0,9765.520779133632
2016_614,ref_madre,000190,073,201101900731102,,1.0,9765.520779133632
2016_614,ref_madre,000197,077,201101970771102,,0.0,12655.85253237575
2016_614,ref_madre,000214,095,201102140951102,,1.0,5415.930227857596
2016_614,ref_madre,000214,114,201102141141102,,1.0,5415.930227857596
2016_614,ref_madre,000267,001,201102670011102,,1.0,5919.206079212393
2016_614,ref_madre,000267,026,201202670261102,,0.0,5919.206079212393
2016_614,ref_madre,000278,046,201102780461102,,1.0,7916.755719976386
2016_614,ref_madre,000278,061,201102780611102,,1.0,7916.755719976386
2016_614,ref_madre,000278,101,201102781011102,,1.0,7916.755719976386
2016_614,ref_madre,000278,132,201102781321102,,0.0,7916.755719976386
2016_614,ref_madre,000307,111,201103071111101,,1.0,4037.0751798128304
2016_614,ref_madre,000307,116,201103071161102,,1.0,4037.0751798128304
2016_614,ref_madre,000404,047,201104040471102,,0.0,20538.398719582165
2016_614,ref_madre,000416,087,201104160871101,,0.0,20538.398719582165
2016_614,ref_madre,000427,057,201104270571102,,0.0,20538.398719582165
2016_614,ref_madre,000436,036,201104360361102,,1.0,11002.790494330338
2016_614,ref_madre,000436,076,201104360761102,,0.0,11002.790494330338
2016_614,ref_madre,000552,061,201105520611101,,1.0,13226.649351880287
2016_614,ref_madre,000579,159,201105791591102,,1.0,5142.114006403934
2016_614,ref_madre,000603,038,201106030381102,,1.0,5142.114006403934
2016_614,ref_madre,000636,075,201106360751102,,1.0,20274.052329996033
2016_614,ref_madre,000692,018,201106920181102,,1.0,7639.720574069449
2016_614,ref_madre,000692,019,201106920191102,,1.0,7639.720574069449
2016_614,ref_madre,000692,021,201106920211102,,1.0,7639.720574069449
2016_614,ref_madre,000692,093,201106920931102,,1.0,7639.720574069449
2016_614,ref_madre,000747,009,201107470091102,,1.0,8376.805422178813
2016_614,ref_madre,000747,033,201107470331102,,1.0,8376.805422178813
2016_614,ref_madre,000747,045,201107470451105,,1.0,8376.805422178813
2016_614,ref_madre,000747,081,201107470811102,,1.0,8376.805422178813
2016_614,ref_madre,000749,046,201107490461102,,0.0,14406.778616871157
2016_614,ref_madre,000749,123,201107491231102,,0.0,14406.778616871157
2016_614,ref_madre,000759,054,201107590541101,,1.0,14406.778616871157
2016_614,ref_madre,000759,120,201207591201102,,0.0,14406.778616871157
2016_614,ref_madre,000769,013,201107690131102,,0.0,10225.061885692765
2016_614,ref_madre,000769,026,201107690261102,,1.0,10225.061885692765
2016_614,ref_madre,000837,036,201108370361102,,1.0,6107.983586715443
2016_614,ref_madre,000837,039,201108370391102,,1.0,6107.983586715443
