ubigeo_onpe,departamento,provincia,distrito,keiko_share_2021,keiko_share_2026,participacion,electores
200102,PUNO,PUNO,ACORA,5.74,8.5,78.27,18763.0
200115,PUNO,PUNO,AMANTANI,18.79,25.27,74.42,4050.0
200103,PUNO,PUNO,ATUNCOLLA,7.41,9.76,87.14,4027.0
200104,PUNO,PUNO,CAPACHICA,8.22,11.33,81.27,8173.0
200106,PUNO,PUNO,CHUCUITO,9.13,11.62,82.43,6846.0
200105,PUNO,PUNO,COATA,4.53,7.03,86.33,6108.0
200107,PUNO,PUNO,HUATA,9.14,10.65,86.45,2737.0
200108,PUNO,PUNO,MAÑAZO,7.72,12.17,83.46,4274.0
200109,PUNO,PUNO,PAUCARCOLLA,10.62,12.26,85.39,4092.0
200110,PUNO,PUNO,PICHACANI,8.83,10.45,81.83,5163.0
200114,PUNO,PUNO,PLATERIA,6.75,8.51,82.89,6167.0
200101,PUNO,PUNO,PUNO,19.48,23.29,83.33,106297.0
200111,PUNO,PUNO,SAN ANTONIO,13.29,15.82,72.99,1096.0
200112,PUNO,PUNO,TIQUILLACA,14.54,16.72,82.64,2241.0
200113,PUNO,PUNO,VILQUE,10.94,12.6,86.16,2443.0
201104,PUNO,SAN ANTONIO DE PUTINA,ANANEA,8.39,11.58,80.42,3503.0
201102,PUNO,SAN ANTONIO DE PUTINA,PEDRO VILCA APAZA,5.58,7.73,82.97,1709.0
201101,PUNO,SAN ANTONIO DE PUTINA,PUTINA,7.56,8.22,87.25,12121.0
201103,PUNO,SAN ANTONIO DE PUTINA,QUILCAPUNCU,3.24,5.91,85.17,4019.0
201105,PUNO,SAN ANTONIO DE PUTINA,SINA,7.44,10.13,82.74,1257.0
200902,PUNO,SAN ROMÁN,CABANA,6.54,11.16,86.03,4030.0
200903,PUNO,SAN ROMÁN,CABANILLAS,7.59,13.89,81.31,3901.0
200904,PUNO,SAN ROMÁN,CARACOTO,8.78,12.56,88.16,8183.0
200901,PUNO,SAN ROMÁN,JULIACA,18.02,21.68,85.47,183339.0
200905,PUNO,SAN ROMÁN,SAN MIGUEL,10.03,13.01,92.9,21391.0
200811,PUNO,SANDIA,ALTO INAMBARI,8.28,10.33,76.88,4551.0
200803,PUNO,SANDIA,CUYOCUYO,5.59,7.12,77.78,4956.0
200804,PUNO,SANDIA,LIMBANI,18.76,11.62,79.08,2251.0
200806,PUNO,SANDIA,PATAMBUCO,7.58,8.68,77.11,3748.0
200805,PUNO,SANDIA,PHARA,23.18,17.3,79.85,3796.0
200807,PUNO,SANDIA,QUIACA,7.65,10.87,81.01,1869.0
200808,PUNO,SANDIA,SAN JUAN DEL ORO,12.1,12.86,72.09,3382.0
200812,PUNO,SANDIA,SAN PEDRO DE PUTINA PUNCO,5.78,8.35,78.14,6263.0
200801,PUNO,SANDIA,SANDIA,11.87,13.38,77.69,9436.0
200810,PUNO,SANDIA,YANAHUAYA,8.83,9.1,78.88,1695.0
201003,PUNO,YUNGUYO,ANAPIA,15.05,15.89,67.8,972.0
201004,PUNO,YUNGUYO,COPANI,6.11,6.48,72.26,4099.0
201005,PUNO,YUNGUYO,CUTURAPI,17.75,20.18,71.03,994.0
201006,PUNO,YUNGUYO,OLLARAYA,14.03,15.24,65.2,2000.0
201007,PUNO,YUNGUYO,TINICACHI,10.45,15.76,62.12,594.0
201002,PUNO,YUNGUYO,UNICACHI,18.7,18.6,63.08,1013.0
201001,PUNO,YUNGUYO,YUNGUYO,6.77,12.48,72.88,20936.0
210704,SAN MARTÍN,BELLAVISTA,ALTO BIAVO,34.49,31.04,56.48,7102.0
210706,SAN MARTÍN,BELLAVISTA,BAJO BIAVO,29.09,26.17,61.38,9206.0
210701,SAN MARTÍN,BELLAVISTA,BELLAVISTA,39.96,41.16,76.17,12616.0
210705,SAN MARTÍN,BELLAVISTA,HUALLAGA,47.71,45.59,67.49,1904.0
210703,SAN MARTÍN,BELLAVISTA,SAN PABLO,33.34,31.61,77.14,6575.0
210702,SAN MARTÍN,BELLAVISTA,SAN RAFAEL,40.1,42.92,77.07,3946.0
211002,SAN MARTÍN,EL DORADO,AGUA BLANCA,49.31,42.91,73.68,1911.0
211001,SAN MARTÍN,EL DORADO,SAN JOSÉ DE SISA,43.41,41.18,77.31,11732.0
211004,SAN MARTÍN,EL DORADO,SAN MARTÍN,27.04,26.93,67.2,7592.0
211005,SAN MARTÍN,EL DORADO,SANTA ROSA,40.24,39.29,76.12,5156.0
211003,SAN MARTÍN,EL DORADO,SHATOJA,34.4,32.72,77.68,2079.0
210205,SAN MARTÍN,HUALLAGA,ALTO SAPOSOA,45.43,42.89,64.9,2627.0
210206,SAN MARTÍN,HUALLAGA,EL ESLABÓN,45.02,48.53,72.29,2032.0
210202,SAN MARTÍN,HUALLAGA,PISCOYACU,35.21,38.49,70.93,3137.0
210203,SAN MARTÍN,HUALLAGA,SACANCHE,33.46,29.51,70.24,2060.0
210201,SAN MARTÍN,HUALLAGA,SAPOSOA,43.52,47.72,68.19,11545.0
210204,SAN MARTÍN,HUALLAGA,TINGO DE SAPOSOA,40.19,40.44,79.34,692.0
210315,SAN MARTÍN,LAMAS,ALONSO DE ALVARADO,38.49,39.32,69.74,10739.0
210303,SAN MARTÍN,LAMAS,BARRANQUITA,34.52,38.42,69.97,4766.0
210304,SAN MARTÍN,LAMAS,CAYNARACHI,49.45,47.85,67.99,6657.0
210305,SAN MARTÍN,LAMAS,CUÑUMBUQUI,52.42,54.44,74.63,3670.0
210301,SAN MARTÍN,LAMAS,LAMAS,51.24,52.72,78.48,11520.0
210306,SAN MARTÍN,LAMAS,PINTO RECODO,37.97,39.3,69.01,6134.0
210307,SAN MARTÍN,LAMAS,RUMISAPA,48.33,56.35,81.79,2719.0
210316,SAN MARTÍN,LAMAS,SAN ROQUE DE CUMBAZA,30.75,35.32,79.88,1377.0
210311,SAN MARTÍN,LAMAS,SHANAO,51.9,53.55,80.29,2121.0
210313,SAN MARTÍN,LAMAS,TABALOSOS,49.13,51.03,73.38,9833.0
210314,SAN MARTÍN,LAMAS,ZAPATERO,46.58,50.81,75.35,4637.0
210402,SAN MARTÍN,MARISCAL CÁCERES,CAMPANILLA,24.54,30.17,62.43,9034.0
210403,SAN MARTÍN,MARISCAL CÁCERES,HUICUNGO,37.0,40.14,63.42,6258.0
210401,SAN MARTÍN,MARISCAL CÁCERES,JUANJUI,53.06,55.25,72.95,23940.0
210404,SAN MARTÍN,MARISCAL CÁCERES,PACHIZA,44.2,47.81,58.24,4591.0
210405,SAN MARTÍN,MARISCAL CÁCERES,PAJARILLO,40.53,44.95,70.93,4492.0
210102,SAN MARTÍN,MOYOBAMBA,CALZADA,30.83,35.75,78.35,3778.0
210103,SAN MARTÍN,MOYOBAMBA,HABANA,35.3,40.93,70.62,1831.0
210104,SAN MARTÍN,MOYOBAMBA,JEPELACIO,38.17,40.43,69.59,10803.0
210101,SAN MARTÍN,MOYOBAMBA,MOYOBAMBA,44.96,46.5,72.78,59255.0
210105,SAN MARTÍN,MOYOBAMBA,SORITOR,41.62,41.49,70.26,18417.0
210106,SAN MARTÍN,MOYOBAMBA,YANTALÓ,40.98,44.71,72.99,2903.0
210902,SAN MARTÍN,PICOTA,BUENOS AIRES,52.7,52.1,75.9,2855.0
210903,SAN MARTÍN,PICOTA,CASPISAPA,48.67,52.13,80.06,1710.0
210901,SAN MARTÍN,PICOTA,PICOTA,48.18,49.41,77.22,7501.0
210904,SAN MARTÍN,PICOTA,PILLUANA,50.08,54.53,76.58,807.0
210905,SAN MARTÍN,PICOTA,PUCACACA,54.92,55.59,77.56,2451.0
210906,SAN MARTÍN,PICOTA,SAN CRISTÓBAL,45.67,44.32,76.34,1099.0
210907,SAN MARTÍN,PICOTA,SAN HILARIÓN,46.63,51.09,77.07,2905.0
210910,SAN MARTÍN,PICOTA,SHAMBOYACU,39.95,36.98,68.09,6152.0
210908,SAN MARTÍN,PICOTA,TINGO DE PONASA,45.21,44.44,74.15,3505.0
210909,SAN MARTÍN,PICOTA,TRES UNIDOS,35.4,35.55,73.5,3230.0
210509,SAN MARTÍN,RIOJA,AWAJUN,34.55,32.53,65.57,7602.0
210506,SAN MARTÍN,RIOJA,ELÍAS SOPLÍN VARGAS,39.4,36.36,74.74,12568.0
210505,SAN MARTÍN,RIOJA,NUEVA CAJAMARCA,41.64,43.83,71.57,34332.0
210508,SAN MARTÍN,RIOJA,PARDO MIGUEL,39.02,41.35,67.15,14170.0
210502,SAN MARTÍN,RIOJA,POSIC,26.31,30.46,75.5,2020.0
210501,SAN MARTÍN,RIOJA,RIOJA,40.72,45.36,75.03,20192.0
210507,SAN MARTÍN,RIOJA,SAN FERNANDO,29.53,33.22,77.71,2606.0
210503,SAN MARTÍN,RIOJA,YORONGOS,26.47,25.94,71.85,2394.0
210504,SAN MARTÍN,RIOJA,YURACYACU,36.27,39.8,73.44,3272.0
210602,SAN MARTÍN,SAN MARTÍN,ALBERTO LEVEAU,51.54,53.3,73.97,949.0
210604,SAN MARTÍN,SAN MARTÍN,CACATACHI,39.46,45.71,80.22,2882.0
210606,SAN MARTÍN,SAN MARTÍN,CHAZUTA,38.71,45.25,72.13,7425.0
210607,SAN MARTÍN,SAN MARTÍN,CHIPURANA,32.73,29.52,63.27,1813.0
210608,SAN MARTÍN,SAN MARTÍN,EL PORVENIR,34.41,38.15,67.95,2006.0
210609,SAN MARTÍN,SAN MARTÍN,HUIMBAYOC,38.57,37.84,64.77,3298.0
210610,SAN MARTÍN,SAN MARTÍN,JUAN GUERRA,44.31,48.37,82.44,3052.0
210621,SAN MARTÍN,SAN MARTÍN,LA BANDA DE SHILCAYO,54.25,56.37,78.78,29237.0
210611,SAN MARTÍN,SAN MARTÍN,MORALES,53.75,54.97,79.13,21263.0
210612,SAN MARTÍN,SAN MARTÍN,PAPAPLAYA,32.62,38.36,64.69,1807.0
210616,SAN MARTÍN,SAN MARTÍN,SAN ANTONIO,50.09,56.02,80.18,1544.0
210619,SAN MARTÍN,SAN MARTÍN,SAUCE,56.08,56.19,72.49,5159.0
210620,SAN MARTÍN,SAN MARTÍN,SHAPAJA,41.73,44.74,81.44,1972.0
210601,SAN MARTÍN,SAN MARTÍN,TARAPOTO,57.88,59.52,78.75,64336.0
210802,SAN MARTÍN,TOCACHE,NUEVO PROGRESO,33.61,37.39,70.79,8128.0
210803,SAN MARTÍN,TOCACHE,PÓLVORA,26.9,31.41,68.3,7845.0
210804,SAN MARTÍN,TOCACHE,SHUNTE,26.62,30.87,65.16,2735.0
210801,SAN MARTÍN,TOCACHE,TOCACHE,40.64,43.67,73.51,23382.0
210805,SAN MARTÍN,TOCACHE,UCHIZA,26.68,27.32,72.13,14739.0
220402,TACNA,CANDARAVE,CAIRANI,8.66,13.97,66.87,1008.0
220406,TACNA,CANDARAVE,CAMILACA,6.72,9.19,70.05,1085.0
220401,TACNA,CANDARAVE,CANDARAVE,9.97,14.32,73.77,2066.0
220403,TACNA,CANDARAVE,CURIBAYA,20.43,29.25,71.47,333.0
220404,TACNA,CANDARAVE,HUANUARA,14.74,15.01,67.98,659.0
220405,TACNA,CANDARAVE,QUILAHUANI,5.68,10.88,78.71,742.0
220303,TACNA,JORGE BASADRE,ILABAYA,17.51,17.68,71.49,3708.0
220302,TACNA,JORGE BASADRE,ITE,17.21,19.53,78.22,2599.0
220301,TACNA,JORGE BASADRE,LOCUMBA,17.54,18.65,79.26,2237.0
220111,TACNA,TACNA,ALTO DE LA ALIANZA,22.06,24.79,79.82,29099.0
220102,TACNA,TACNA,CALANA,19.57,23.39,83.79,3781.0
220112,TACNA,TACNA,CIUDAD NUEVA,16.13,19.28,79.95,29957.0
220113,TACNA,TACNA,CORONEL GREGORIO ALBARRACÍN LANCHIPA,23.73,25.43,80.47,75418.0
220104,TACNA,TACNA,INCLÁN,17.14,20.17,82.24,2370.0
220114,TACNA,TACNA,LA YARADA LOS PALOS,11.93,13.92,88.4,4915.0
220107,TACNA,TACNA,PACHIA,22.04,25.97,81.88,2340.0
220108,TACNA,TACNA,PALCA,13.93,15.35,75.13,1528.0
220109,TACNA,TACNA,POCOLLAY,31.53,30.99,81.16,14041.0
220110,TACNA,TACNA,SAMA,24.5,27.69,77.64,2205.0
220101,TACNA,TACNA,TACNA,39.82,40.62,78.2,96575.0
220206,TACNA,TARATA,ESTIQUE,14.52,21.21,68.67,549.0
220207,TACNA,TARATA,ESTIQUE PAMPA,18.35,20.51,65.4,341.0
220205,TACNA,TARATA,HÉROES ALBARRACÍN,22.91,28.53,75.62,566.0
220210,TACNA,TARATA,SITAJARA,18.41,25.67,77.46,315.0
220211,TACNA,TARATA,SUSAPAYA,16.16,14.88,77.37,579.0
220201,TACNA,TARATA,TARATA,9.72,13.3,78.27,2619.0
220212,TACNA,TARATA,TARUCACHI,20.39,20.97,81.36,590.0
220213,TACNA,TARATA,TICACO,15.79,20.42,76.23,749.0
230203,TUMBES,CONTRALMIRANTE VILLAR,CANOAS DE PUNTA SAL,76.57,74.71,83.06,4074.0
230202,TUMBES,CONTRALMIRANTE VILLAR,CASITAS,64.25,61.98,77.34,2613.0
230201,TUMBES,CONTRALMIRANTE VILLAR,ZORRITOS,73.32,72.28,78.08,8654.0
230102,TUMBES,TUMBES,CORRALES,54.53,54.09,81.64,17138.0
230103,TUMBES,TUMBES,LA CRUZ,62.96,62.7,79.27,6831.0
230104,TUMBES,TUMBES,PAMPAS DE HOSPITAL,64.97,62.74,81.96,5648.0
230105,TUMBES,TUMBES,SAN JACINTO,59.47,56.98,81.65,7122.0
230106,TUMBES,TUMBES,SAN JUAN DE LA VIRGEN,65.41,63.96,83.53,3812.0
230101,TUMBES,TUMBES,TUMBES,65.08,63.03,77.27,76758.0
230304,TUMBES,ZARUMILLA,AGUAS VERDES,75.89,75.07,73.51,13152.0
230302,TUMBES,ZARUMILLA,MATAPALO,39.24,34.75,83.45,2447.0
230303,TUMBES,ZARUMILLA,PAPAYAL,72.83,71.93,83.0,4601.0
230301,TUMBES,ZARUMILLA,ZARUMILLA,75.92,75.17,76.14,14921.0
250301,UCAYALI,ATALAYA,RAIMONDI,54.05,49.1,52.33,25141.0
250304,UCAYALI,ATALAYA,SEPAHUA,65.57,55.01,58.31,4713.0
250302,UCAYALI,ATALAYA,TAHUANIA,38.57,35.64,50.74,6588.0
250303,UCAYALI,ATALAYA,YURÚA,76.91,64.06,37.03,1396.0
250101,UCAYALI,CORONEL PORTILLO,CALLERIA,58.0,58.79,73.76,128002.0
250104,UCAYALI,CORONEL PORTILLO,CAMPOVERDE,44.23,46.89,72.26,12876.0
250105,UCAYALI,CORONEL PORTILLO,IPARÍA,21.73,20.62,47.9,9329.0
250107,UCAYALI,CORONEL PORTILLO,MANANTAY,56.84,59.07,71.94,58557.0
250103,UCAYALI,CORONEL PORTILLO,MASISEA,34.92,38.62,48.39,9951.0
250106,UCAYALI,CORONEL PORTILLO,NUEVA REQUENA,37.99,36.98,65.21,4906.0
250102,UCAYALI,CORONEL PORTILLO,YARINACOCHA,55.78,57.04,72.24,75510.0
250205,UCAYALI,PADRE ABAD,ALEXANDER VON HUMBOLDT,25.08,27.72,80.76,3414.0
250203,UCAYALI,PADRE ABAD,CURIMANÁ,36.64,38.96,70.45,7365.0
250202,UCAYALI,PADRE ABAD,IRAZOLA,32.93,36.51,67.99,10128.0
250204,UCAYALI,PADRE ABAD,NESHUYA,36.45,41.68,81.34,5102.0
250201,UCAYALI,PADRE ABAD,PADRE ABAD,27.91,33.41,69.9,23870.0
250401,UCAYALI,PURÚS,PURÚS,74.07,64.88,48.96,3041.0
