year,indicator,value,grupo
2024,pct_jefa_mujer,37.30129969916653,02 Demografia
2024,educ_anios_25,9.727079192669365,03 Educacion
2024,pct_superior_25,30.063478388217042,03 Educacion
2024,analfabetismo_15,6.332551947412765,03 Educacion
2024,pct_lengua_indigena,15.7019067813738,03 Educacion
2024,pct_algun_seguro,90.67587083372831,04 Salud
2024,pct_sis,64.17239235952906,04 Salud
2024,pct_agricola,22.95363019935084,05 Empleo
2024,pct_independiente,37.32871373527827,05 Empleo
2024,pct_asalariado,49.6259504391846,05 Empleo
2024,pct_empleo_vulnerable,44.593388721597755,05 Empleo
2024,confianza_inst,16.138313769533546,85 Gobernabilidad
2025,pobreza,25.666702168626248,34 Pobreza
2025,pobreza_extrema,4.651386951949781,34 Pobreza
2025,tam_hogar,3.253850103218888,34 Pobreza
2025,agua_red_dentro,62.371205239233895,01 Vivienda
2025,electricidad,72.52472015759619,01 Vivienda
2025,cocina_gas,67.19733602309437,01 Vivienda
2025,celular,71.81037176351967,01 Vivienda
2025,pct_60mas,17.671464753392165,02 Demografia
2025,pct_0a14,21.219322986974927,02 Demografia
2025,edad_mediana,34.0,02 Demografia
2025,pct_jefa_mujer,38.69951681929731,02 Demografia
2025,educ_anios_25,9.746149687504843,03 Educacion
2025,pct_superior_25,29.7057924132543,03 Educacion
2025,analfabetismo_15,6.536203714383677,03 Educacion
2025,pct_lengua_indigena,15.845434098880466,03 Educacion
2025,pct_algun_seguro,92.98521582245519,04 Salud
2025,pct_sis,66.03828064852742,04 Salud
2025,pct_agricola,23.327300622052157,05 Empleo
2025,pct_independiente,36.56872030372268,05 Empleo
2025,pct_asalariado,50.38552690102344,05 Empleo
2025,pct_empleo_vulnerable,44.290435944099,05 Empleo
2025,pct_juntos,10.73625349805,37 Programas
2025,pct_pension65,9.539882978518117,37 Programas
2025,confianza_inst,14.153424258054578,85 Gobernabilidad
